Functions/Rotation/XYZRotationToQuaternion.uasset	XYZRotationToQuaternion	—	—
Functions/SimulationStageIterationInfo.uasset	SimulationStageIterationInfo	640 | 1	Returns information about the current simulation stage iteration.
Functions/SkeletalMesh/FindSkeletalMeshTriangleNormal.uasset	FindSkeletalMeshTriangleNormal	Takes the TriangleIndex from a MeshTriCoord and returns the vertices for that triangle.	—
Functions/Spawn/ScaleBurstSpawnCount.uasset	ScaleBurstSpawnCount	Default value for Engine.Emitter.SpawnCountScale. Disabled for Engine Parameters.	—
Functions/SphereTraceDistanceField_GPU.uasset	SphereTraceDistanceField_GPU	Finds the nearest iso surface along a vector.	—
Functions/SphericalToCartesianCoordinates.uasset	SphericalToCartesianCoordinates	Generates Cartesian Coordinates from a spherical coordinate using normalized 0-1 angles, or radians.	—
Functions/Spline/FindPositionAndTangentOnBezierSpline.uasset	FindPositionAndTangentOnBezierSpline	—	—
Functions/Spline/FindPositionOnBezierSpline.uasset	FindPositionOnBezierSpline	—	—
Functions/Spline/FindPositionOnCatmullRomSpline.uasset	FindPositionOnCatmullRomSpline	—	—
Functions/System/SystemChangeState.uasset	SystemChangeState	Changes the Execution State of a system and checks for invalid state changes.	—
Functions/Textures/CalculateA_VolumeTexturesDistanceFieldGradient.uasset	CalculateA_VolumeTexturesDistanceFieldGradient	664 | 1	Samples a distance field texture several times to calculate an accurate surface normal.
Functions/Transform/TransformPoints_Fn.uasset	TransformPoints_Fn	Store off the offset and apply it to position.	—
Functions/Trig/SinXoverXinRadians.uasset	SinXoverXinRadians	Returns the Sin of X divided by X, in Radians.	—
Functions/UniqueRandomInRange.uasset	UniqueRandomInRange	656 | 1	Randomly maps the seed to the given range so that each seed value maps to exactly one value in the range.
Functions/V2/CalculateRandomBool.uasset	CalculateRandomBool	Return either true or false with 50% probability.	—
Functions/V2/CalculateRandomPointInSphere.uasset	CalculateRandomPointInSphere	Generates vectors to uniform random points inside a sphere between an inner and an outer radius. 	—
Functions/V2/CalculateRandomRange.uasset	CalculateRandomRange	Depending on the selected value, the random value returned will be a different one every frame or will be different only once per spawn evaluation.	—
Functions/V2/CalculateRandomRangeFloat.uasset	CalculateRandomRangeFloat	Calculates a random float between Float Min and Float Max, not including Float Max.	—
Functions/V2/CalculateRandomRangeInteger.uasset	CalculateRandomRangeInteger	Depending on the selected value, the random value returned will be a different one every frame or will be different only once per spawn evaluation.	—
Functions/V2/CalculateRandomUnitVector.uasset	CalculateRandomUnitVector	Generates random numbers on the unit sphere and unit circle (radius 1), i.e. random unit vectors.	—
Functions/V2/ConeMask.uasset	ConeMask	668 | 1	Smoothly transitions from 1.0 if the sample position lies within a spherical cone to 0.0 if it falls outside of it. 
Functions/V2/DistanceBasedFalloff.uasset	DistanceBasedFalloff	Apply a distance based falloff to a value, by comparing input positions and dividing their distance by a distance factor.	—
Functions/V2/FindClosestPointOnLine.uasset	FindClosestPointOnLine	Local.Module.Line Segment Start Position	—
Functions/V2/FindPlaneNormal.uasset	FindPlaneNormal	+|-4	Calculates the normal of a plane from 3 points along the surface.
Functions/V2/RemapRange.uasset	RemapRange	Remaps an input value from the input range to the output range.	—
Functions/WedgeLocation.uasset	WedgeLocation	Place a particle within a 3 dimensional wedge.	—
